City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Krasnyy Yar,100,RU,1575003619,89,50.7,44.73,30,4.95
Seoul,1,KR,1575003319,35,37.57,126.98,47,1.0
East Hampton,40,US,1575003619,55,41.58,-72.5,38,5.1
Kibaya,40,RW,1575003619,100,-2.2,30.56,61,1.0
Normandin,90,CA,1575003620,79,48.84,-72.53,23,7.2
Uyuni,100,BO,1575003620,23,-20.46,-66.82,48,3.56
High Level,90,CA,1575003621,78,58.52,-117.13,12,4.1
Mzimba,68,MW,1575003621,77,-11.9,33.6,72,3.29
Myitkyina,0,MM,1575003622,34,25.38,97.4,86,0.53
Ambon,40,FR,1575003624,100,47.55,-2.56,53,3.6
Champerico,40,MX,1575003624,83,16.38,-93.6,75,1.5
Sola,91,TZ,1575003624,85,-3.17,33.8,68,0.82
Morondava,6,MG,1575003625,36,-20.3,44.28,92,1.82
Quatre Cocos,40,MU,1575003625,74,-20.21,57.76,83,1.5
Alofi,22,NU,1575003625,69,-19.06,-169.92,79,3.6
Muisne,96,EC,1575003625,87,0.61,-80.02,74,4.1
Havre-Saint-Pierre,1,CA,1575003625,68,50.23,-63.6,27,7.2
Bathsheba,40,BB,1575003626,83,13.22,-59.52,79,3.6
Cap-aux-Meules,100,CA,1575003627,85,47.38,-61.86,37,15.11
Manggar,75,ID,1575003634,64,-2.88,108.27,86,2.55
Haines Junction,100,CA,1575003634,95,60.75,-137.51,25,3.08
Songadh,33,IN,1575003634,60,21.71,71.89,74,2.1
Manadhoo,88,MV,1575003634,74,5.77,73.38,83,3.61
Homer,90,US,1575003635,87,59.64,-151.54,52,2.6
Kirovskiy,0,RU,1575003635,72,45.09,133.51,15,3.08
Sinnamary,100,GF,1575003635,83,5.38,-52.96,81,6.2
Kangaatsiaq,100,GL,1575003635,70,68.31,-53.46,26,7.09
Anchorage,90,US,1575003373,89,61.22,-149.89,38,6.59
Santa Cruz del Norte,20,CU,1575003636,100,23.15,-81.92,70,1.0
Avera,1,US,1575003636,81,33.19,-82.53,54,2.1
Nanzhou,100,CN,1575003636,58,29.37,112.41,50,0.74
Flin Flon,83,CA,1575003637,96,54.77,-101.88,8,2.46
Richards Bay,61,ZA,1575003637,83,-28.77,32.06,79,7.59
Bilma,0,NE,1575003637,20,18.69,12.92,68,4.94
Presidencia Roque Saenz Pena,46,AR,1575003637,50,-26.79,-60.44,67,3.33
Saint-Augustin,75,CA,1575003638,85,45.63,-73.98,31,2.1
Zempoala,84,MX,1575003643,93,20.09,-98.0,55,0.83
Poso,100,ID,1575003643,91,-1.4,120.75,75,1.18
Dekernes,0,EG,1575003643,88,31.09,31.59,63,1.0
Novovasylivka,41,UA,1575003644,95,48.2,37.04,42,6.12
Lebedinyy,100,RU,1575003644,93,58.52,125.52,1,3.22
Baykit,100,RU,1575003644,87,61.68,96.39,6,4.76
Autazes,100,BR,1575003644,81,-3.58,-59.13,77,0.86
Tazmalt,20,DZ,1575003645,87,36.39,4.4,52,5.7
Santa Fe,0,AR,1575003645,64,-31.62,-60.7,71,2.24
Atar,31,MR,1575003645,22,20.52,-13.05,67,0.93
Sur,0,OM,1575003646,37,22.57,59.53,76,5.35
Beni Suef,0,EG,1575003594,75,29.07,31.1,62,2.75
Zhigalovo,83,RU,1575003646,84,54.81,105.15,7,1.0
Umm Lajj,0,SA,1575003646,31,25.02,37.27,76,2.06
Letlhakane,58,BW,1575003646,21,-21.42,25.59,84,6.7
Rancho Palos Verdes,75,US,1575003647,87,33.75,-118.37,48,2.6
Iskateley,100,RU,1575003647,94,67.68,53.15,18,8.69
Nabire,56,ID,1575003647,63,-3.36,135.5,88,1.37
Angoche,99,MZ,1575003648,62,-16.23,39.91,88,2.5
Teacapan,79,MX,1575003648,84,22.54,-105.74,73,0.81
Shu,0,KZ,1575003650,78,43.6,73.76,30,2.24
Laizhou,32,CN,1575003651,45,37.18,119.93,42,2.01
Laguna,20,BZ,1575003653,88,16.17,-88.94,79,2.1
Christchurch,75,NZ,1575003377,45,-43.53,172.64,65,7.2
Nadym,0,RU,1575003658,82,65.53,72.51,-14,3.3
Eirunepe,100,BR,1575003658,96,-6.66,-69.87,72,0.68
Bonthe,36,SL,1575003658,83,7.53,-12.5,79,0.79
Gainesville,75,US,1575003306,87,29.65,-82.33,59,1.5
Deniliquin,38,AU,1575003667,18,-35.53,144.96,87,4.02
Fukue,20,JP,1575003671,25,35.03,136.69,54,4.1
College,90,US,1575003674,92,64.86,-147.8,29,1.19
Te Anau,83,NZ,1575003681,64,-45.41,167.72,56,3.62
Carutapera,43,BR,1575003681,81,-1.2,-46.02,81,7.13
Genoa,20,IT,1575003681,81,44.41,8.93,56,2.1
Oksfjord,90,NO,1575003681,92,70.24,22.35,25,4.6
Batemans Bay,6,AU,1575003681,10,-35.71,150.18,92,0.45
Rundu,2,NA,1575003683,56,-17.91,19.77,74,1.0
Wanning,75,AT,1575003683,70,48.64,13.53,49,5.7
Kiunga,91,PG,1575003684,42,-6.12,141.3,94,1.11
Teguldet,100,RU,1575003684,88,57.31,88.17,11,4.29
Bayonet Point,75,US,1575003685,82,28.33,-82.68,67,1.5
Alyangula,40,AU,1575003686,52,-13.85,136.42,93,3.6
Morant Bay,20,JM,1575003687,78,17.88,-76.41,81,2.1
Touros,20,BR,1575003689,83,-5.2,-35.46,77,2.1
Bilibino,100,RU,1575003689,89,68.06,166.44,-5,2.59
Gushikawa,20,JP,1575003689,53,26.35,127.87,75,8.2
Necochea,100,AR,1575003689,90,-38.55,-58.74,65,0.89
Almaznyy,90,RU,1575003695,100,48.03,40.04,41,5.0
Novyy Urgal,34,RU,1575003695,90,51.07,132.56,-12,0.33
Marystown,100,CA,1575003695,89,47.17,-55.16,39,15.36
Tiarei,75,PF,1575003695,83,-17.53,-149.33,82,5.7
Long Xuyen,20,VN,1575003695,62,10.39,105.43,88,3.1
Kedrovoye,99,RU,1575003695,67,57.16,60.57,20,1.0
Hami,98,CN,1575003696,25,42.84,93.51,33,1.83
Lekoni,41,GA,1575003696,82,-1.58,14.26,75,0.82
Vao,100,EE,1575003696,94,59.1,26.19,38,5.05
Codrington,40,AU,1575003696,44,-28.95,153.24,95,6.7
Hede,100,SE,1575003696,79,60.45,15.49,27,3.6
Umm Bab,20,QA,1575003697,68,25.21,50.81,70,2.15
Gwadar,0,PK,1575003697,39,25.12,62.33,73,6.6
Carora,100,VE,1575003697,95,10.17,-70.08,69,1.6
Makaha,20,US,1575003697,73,21.47,-158.22,81,1.76
Tarakan,75,ID,1575003697,79,3.3,117.63,86,0.5
Margate,75,AU,1575003697,47,-43.03,147.26,59,9.3
Lubbock,90,US,1575003612,100,33.58,-101.86,38,2.6
Oum Hadjer,51,TD,1575003698,17,13.3,19.7,75,5.37
Narsaq,0,GL,1575003698,48,60.91,-46.05,21,1.5
Itarema,35,BR,1575003698,72,-2.92,-39.92,80,3.54
Maroon Town,20,JM,1575003698,78,18.34,-77.8,79,1.0
Xiamen,20,CN,1575003698,49,24.46,118.07,68,4.0
Biak,100,ID,1575003699,72,-0.91,122.88,85,4.12
Quba,46,AZ,1575003699,80,41.36,48.51,47,1.21
Syracuse,90,US,1575003670,86,43.05,-76.15,30,3.6
Amga,100,RU,1575003700,98,60.89,131.98,-11,0.63
San Francisco,81,CO,1575003553,90,1.17,-76.88,49,2.29
Tuatapere,100,NZ,1575003700,66,-46.13,167.69,58,5.36
Ratnagiri,52,IN,1575003700,51,16.98,73.3,88,2.93
Tigil,100,RU,1575003700,79,57.8,158.67,16,7.08
Maragogi,30,BR,1575003638,71,-9.01,-35.22,79,5.14
Baker City,90,US,1575003630,85,44.77,-117.83,23,1.5
Rongcheng,2,CN,1575003701,71,37.16,122.42,42,5.43
Touba,0,SN,1575003701,46,14.86,-15.88,70,4.23
Northam,0,AU,1575003702,25,-31.65,116.67,77,8.7
Gitarama,40,RW,1575003702,100,-2.07,29.76,61,1.0
Parry Sound,64,CA,1575003702,90,45.34,-80.04,25,0.89
Mbandaka,79,CD,1575003702,91,0.05,18.26,74,0.67
Chuy,0,UY,1575003702,65,-33.69,-53.46,65,5.62
Buckeye,20,US,1575003406,59,33.37,-112.58,65,7.2
Adolfo Lopez Mateos,47,MX,1575003703,93,26.8,-109.39,71,0.45
Port Blair,20,IN,1575003703,70,11.67,92.75,86,6.2
Doha,0,QA,1575003704,64,25.29,51.53,75,1.0
Suntar,1,RU,1575003709,86,62.16,117.65,5,3.01
Peleduy,99,RU,1575003709,88,59.63,112.75,11,4.22
Pachino,0,IT,1575003709,100,36.72,15.09,48,2.1
Rochelle,90,US,1575003671,86,41.92,-89.07,36,2.6
Sahaswan,76,IN,1575003709,51,28.07,78.75,74,1.65
Mizdah,33,LY,1575003709,74,31.45,12.98,51,0.63
Kapit,91,MY,1575003710,71,2.02,112.94,87,0.84
Evensk,100,RU,1575003710,96,61.92,159.24,-4,8.44
Novyy Urengoy,39,RU,1575003710,97,66.08,76.63,-13,4.98
Byron Bay,63,AU,1575003698,61,-28.65,153.62,95,9.3
Loukhi,100,RU,1575003711,98,66.08,33.04,36,4.74
Nueva Helvecia,0,UY,1575003711,71,-34.28,-57.23,63,0.45
Nurota,0,UZ,1575003711,64,40.56,65.69,36,6.2
Sitka,100,US,1575003711,97,37.17,-99.65,36,3.58
Warragul,27,AU,1575003712,59,-38.16,145.93,75,1.34
Zhuzhou,90,CN,1575003713,76,27.84,113.15,50,1.0
Blackwater,93,GB,1575003713,86,51.33,-0.78,44,2.1
The Valley,20,AI,1575003713,83,18.22,-63.06,78,1.0
